pt_id,fire_name,base_ndvi,peak_ndvi,amp_ndvi,peak_doy,year,fire_phase,yrs_postfire,interval,regrowth,lat,lon
pt01,slim,0.190935731,0.360557288,0.169621557,212,1994,post,7,16,Shrub,34.436352,-110.862573
pt01,slim,0.182004973,0.344390005,0.162385046,254,1995,post,8,16,Shrub,34.436352,-110.862573
pt01,slim,0.209871054,0.35627386,0.146402806,263,1996,post,9,16,Shrub,34.436352,-110.862573
pt01,slim,0.212522998,0.369368553,0.15684554,258,1997,post,10,16,Shrub,34.436352,-110.862573
pt01,slim,0.175690517,0.308095574,0.132405072,218,1998,post,11,16,Shrub,34.436352,-110.862573
pt01,slim,0.166114435,0.45821932,0.2921049,252,1999,post,12,16,Shrub,34.436352,-110.862573
pt01,slim,0.176930115,0.307998806,0.131068707,257,2000,post,13,16,Shrub,34.436352,-110.862573
pt01,slim,0.176851317,0.368700683,0.191849381,234,2001,post,14,16,Shrub,34.436352,-110.862573
pt01,slim,0.162527055,0.352180392,0.189653322,256,2002,post,15,16,Shrub,34.436352,-110.862573
pt01,slim,0.179692596,0.341724992,0.162032396,251,2003,post,16,16,Shrub,34.436352,-110.862573
pt01,slim,0.193331227,0.359928399,0.166597158,249,2004,post,17,16,Shrub,34.436352,-110.862573
pt01,slim,0.176431775,0.313257515,0.136825755,256,2005,post,18,16,Shrub,34.436352,-110.862573
pt01,slim,0.166491494,0.411297709,0.24480623,237,2006,post,19,16,Shrub,34.436352,-110.862573
pt01,slim,0.172789276,0.377750218,0.204960927,243,2007,post,20,16,Shrub,34.436352,-110.862573
pt01,slim,0.180892691,0.402165234,0.221272528,235,2008,post,21,16,Shrub,34.436352,-110.862573
pt01,slim,0.203271672,0.306977063,0.103705414,226,2009,post,22,16,Shrub,34.436352,-110.862573
pt01,slim,0.220954746,0.449811608,0.228856862,243,2010,post,23,16,Shrub,34.436352,-110.862573
pt01,slim,0.227004811,0.411600143,0.184595346,248,2011,post,24,16,Shrub,34.436352,-110.862573
pt01,slim,0.242561206,0.464808941,0.22224772,249,2012,post,25,16,Shrub,34.436352,-110.862573
pt01,slim,0.245559558,0.537828863,0.292269289,240,2013,post,26,16,Shrub,34.436352,-110.862573
pt01,slim,0.250555366,0.551254869,0.300699472,250,2014,post,27,16,Shrub,34.436352,-110.862573
pt01,slim,0.259369284,0.480334818,0.220965549,221,2015,post,28,16,Shrub,34.436352,-110.862573
pt01,slim,0.273036927,0.441666007,0.16862908,223,2016,post,29,16,Shrub,34.436352,-110.862573
pt01,slim,0.285688072,0.486078054,0.200389981,226,2017,post,30,16,Shrub,34.436352,-110.862573
pt01,slim,0.345823765,0.669370532,0.323546767,360,1986,pre,0,8,Shrub,34.436352,-110.862573
pt01,slim,NA,NA,NA,NA,1987,fire,0,8,Shrub,34.436352,-110.862573
pt01,slim,0.203462988,0.325763911,0.122300908,246,1988,post,1,8,Shrub,34.436352,-110.862573
pt01,slim,0.207353666,0.34679538,0.139441714,243,1989,post,2,8,Shrub,34.436352,-110.862573
pt01,slim,0.19455269,0.240832597,0.046279907,158,1990,post,3,8,Shrub,34.436352,-110.862573
pt01,slim,0.218359262,0.354013801,0.135654524,236,1991,post,4,8,Shrub,34.436352,-110.862573
pt01,slim,0.217907161,0.359667778,0.141760603,253,1992,post,5,8,Shrub,34.436352,-110.862573
pt01,slim,0.19660753,0.370692939,0.174085423,274,1993,post,6,8,Shrub,34.436352,-110.862573
pt01,slim,0.187171504,0.3795349,0.192363381,244,1994,post,7,8,Shrub,34.436352,-110.862573
pt01,slim,0.174613103,0.351196676,0.176583558,258,1995,post,8,8,Shrub,34.436352,-110.862573
pt01,slim,0.197457016,0.367100269,0.169643253,270,1996,post,9,8,Shrub,34.436352,-110.862573
pt01,slim,0.197846964,0.385917723,0.188070759,262,1997,post,10,8,Shrub,34.436352,-110.862573
pt01,slim,0.165285558,0.312132061,0.146846503,235,1998,post,11,8,Shrub,34.436352,-110.862573
pt01,slim,0.161768273,0.468090773,0.306322515,249,1999,post,12,8,Shrub,34.436352,-110.862573
pt01,slim,0.169701606,0.314185768,0.144484162,261,2000,post,13,8,Shrub,34.436352,-110.862573
pt01,slim,0.165051132,0.392715871,0.227664739,243,2001,post,14,8,Shrub,34.436352,-110.862573
pt01,slim,0.15655981,0.382546484,0.225986674,254,2002,post,15,8,Shrub,34.436352,-110.862573
pt01,slim,0.175705969,0.351474404,0.17576842,255,2003,post,16,8,Shrub,34.436352,-110.862573
pt01,slim,0.185898438,0.374954313,0.189055875,261,2004,post,17,8,Shrub,34.436352,-110.862573
pt01,slim,0.173672765,0.319610268,0.145937487,274,2005,post,18,8,Shrub,34.436352,-110.862573
pt01,slim,0.162124544,0.414452285,0.25232774,247,2006,post,19,8,Shrub,34.436352,-110.862573
pt01,slim,0.165715486,0.393923581,0.22820811,244,2007,post,20,8,Shrub,34.436352,-110.862573
pt01,slim,0.177958935,0.431709826,0.25375089,234,2008,post,21,8,Shrub,34.436352,-110.862573
pt01,slim,0.208643794,0.31604901,0.107405223,232,2009,post,22,8,Shrub,34.436352,-110.862573
pt01,slim,0.218346074,0.476927221,0.258581161,248,2010,post,23,8,Shrub,34.436352,-110.862573
pt01,slim,0.207881823,0.417055875,0.209174052,250,2011,post,24,8,Shrub,34.436352,-110.862573
pt01,slim,0.223212823,0.47755146,0.254338622,250,2012,post,25,8,Shrub,34.436352,-110.862573
pt01,slim,0.238075703,0.53716433,0.299088657,249,2013,post,26,8,Shrub,34.436352,-110.862573
pt01,slim,0.244494528,0.551764071,0.307269543,249,2014,post,27,8,Shrub,34.436352,-110.862573
pt01,slim,0.249289796,0.494318724,0.245028913,217,2015,post,28,8,Shrub,34.436352,-110.862573
pt01,slim,0.268130392,0.457781017,0.189650625,235,2016,post,29,8,Shrub,34.436352,-110.862573
pt01,slim,0.283130497,0.500252068,0.217121601,234,2017,post,30,8,Shrub,34.436352,-110.862573
pt01,south,0.565208256,0.620687783,0.055479527,146,1985,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.515141726,0.606622577,0.091480859,248,1986,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.507796884,0.629139364,0.12134245,231,1987,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.509956062,0.632040799,0.122084722,330,1988,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.503251553,0.61441052,0.111159004,313,1989,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.524064898,0.596195817,0.072130874,273,1990,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.524089396,0.593588412,0.069498964,254,1991,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.507379472,0.591183424,0.083803982,232,1992,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.530552089,0.671797812,0.141245723,324,1993,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,0.353615701,0.656193197,0.302577525,360,1994,pre,0,16,Shrub,33.383461,-108.243249
pt01,south,NA,NA,NA,NA,1995,fire,0,16,Shrub,33.383461,-108.243249
pt01,south,0.17918776,0.499522299,0.320334524,257,1996,post,1,16,Shrub,33.383461,-108.243249
pt01,south,0.18146652,0.381693423,0.200226903,258,1997,post,2,16,Shrub,33.383461,-108.243249
pt01,south,0.169154391,0.448505402,0.279351026,233,1998,post,3,16,Shrub,33.383461,-108.243249
pt01,south,0.15844436,0.473485619,0.315041244,232,1999,post,4,16,Shrub,33.383461,-108.243249
pt01,south,0.166700825,0.381990343,0.215289518,224,2000,post,5,16,Shrub,33.383461,-108.243249
pt01,south,0.180366859,0.400728077,0.220361218,230,2001,post,6,16,Shrub,33.383461,-108.243249
pt01,south,0.188174382,0.442752242,0.254577845,248,2002,post,7,16,Shrub,33.383461,-108.243249
pt01,south,0.190674812,0.296723217,0.106048428,244,2003,post,8,16,Shrub,33.383461,-108.243249
pt01,south,0.180862382,0.391456544,0.210594162,219,2004,post,9,16,Shrub,33.383461,-108.243249
pt01,south,0.178847268,0.37485373,0.196006462,238,2005,post,10,16,Shrub,33.383461,-108.243249
pt01,south,0.198820814,0.489436626,0.290615827,239,2006,post,11,16,Shrub,33.383461,-108.243249
pt01,south,0.186588079,0.446083009,0.259494931,257,2007,post,12,16,Shrub,33.383461,-108.243249
pt01,south,0.179617837,0.434167355,0.254549533,242,2008,post,13,16,Shrub,33.383461,-108.243249
pt01,south,0.202031299,0.346003234,0.143971935,257,2009,post,14,16,Shrub,33.383461,-108.243249
pt01,south,0.20231694,0.443322212,0.241005272,227,2010,post,15,16,Shrub,33.383461,-108.243249
pt01,south,0.199720085,0.393501997,0.193781927,268,2011,post,16,16,Shrub,33.383461,-108.243249
pt01,south,0.19975467,0.376019031,0.176264375,245,2012,post,17,16,Shrub,33.383461,-108.243249
pt01,south,0.200407922,0.470080256,0.269672364,229,2013,post,18,16,Shrub,33.383461,-108.243249
pt01,south,0.228348285,0.481864244,0.253515959,238,2014,post,19,16,Shrub,33.383461,-108.243249
pt01,south,0.25380376,0.48143965,0.227635875,218,2015,post,20,16,Shrub,33.383461,-108.243249
pt01,south,0.25388816,0.481740594,0.227852434,234,2016,post,21,16,Shrub,33.383461,-108.243249
pt01,south,0.250323415,0.463450164,0.213126749,218,2017,post,22,16,Shrub,33.383461,-108.243249
pt01,south,0.510031402,0.614758193,0.104726784,259,1986,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.502610743,0.630944312,0.128333554,245,1987,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.499324083,0.621103048,0.12177895,331,1988,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.429889798,0.605000317,0.175110519,325,1989,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.448919207,0.597903967,0.148984775,237,1990,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.510704935,0.589715719,0.07901077,234,1991,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.504226267,0.596647084,0.092420802,246,1992,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.516370475,0.697240829,0.180870354,345,1993,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,0.34329024,0.65017432,0.30688408,361,1994,pre,0,8,Shrub,33.383461,-108.243249
pt01,south,NA,NA,NA,NA,1995,fire,0,8,Shrub,33.383461,-108.243249
pt01,south,0.177355394,0.521625936,0.344270557,242,1996,post,1,8,Shrub,33.383461,-108.243249
pt01,south,0.173074752,0.400594711,0.227519959,265,1997,post,2,8,Shrub,33.383461,-108.243249
pt01,south,0.161832869,0.475897491,0.314064622,235,1998,post,3,8,Shrub,33.383461,-108.243249
pt01,south,0.156026796,0.506008863,0.349982083,236,1999,post,4,8,Shrub,33.383461,-108.243249
pt01,south,0.164907858,0.403229833,0.23832199,227,2000,post,5,8,Shrub,33.383461,-108.243249
pt01,south,0.171300143,0.422975838,0.251675665,233,2001,post,6,8,Shrub,33.383461,-108.243249
pt01,south,0.16717495,0.481434226,0.314259261,251,2002,post,7,8,Shrub,33.383461,-108.243249
pt01,south,0.171028897,0.304124564,0.133095682,257,2003,post,8,8,Shrub,33.383461,-108.243249
pt01,south,0.16818741,0.401696533,0.233509123,232,2004,post,9,8,Shrub,33.383461,-108.243249
pt01,south,0.155310214,0.39728868,0.241978467,255,2005,post,10,8,Shrub,33.383461,-108.243249
pt01,south,0.17602621,0.519709706,0.343683511,239,2006,post,11,8,Shrub,33.383461,-108.243249
pt01,south,0.181629166,0.452374637,0.270745486,257,2007,post,12,8,Shrub,33.383461,-108.243249
pt01,south,0.177666605,0.463467091,0.285800487,234,2008,post,13,8,Shrub,33.383461,-108.243249
pt01,south,0.195806623,0.361314386,0.165507764,260,2009,post,14,8,Shrub,33.383461,-108.243249
pt01,south,0.200659111,0.457344294,0.256685197,240,2010,post,15,8,Shrub,33.383461,-108.243249
pt01,south,0.185794011,0.406084836,0.22029084,276,2011,post,16,8,Shrub,33.383461,-108.243249
pt01,south,0.182212427,0.384717047,0.20250462,245,2012,post,17,8,Shrub,33.383461,-108.243249
pt01,south,0.19606927,0.488258094,0.292188823,242,2013,post,18,8,Shrub,33.383461,-108.243249
pt01,south,0.219189301,0.501961172,0.282771856,237,2014,post,19,8,Shrub,33.383461,-108.243249
pt01,south,0.244846344,0.483319998,0.238473654,214,2015,post,20,8,Shrub,33.383461,-108.243249
pt01,south,0.243860811,0.500706911,0.25684613,243,2016,post,21,8,Shrub,33.383461,-108.243249
pt01,south,0.235400051,0.471237153,0.235837087,228,2017,post,22,8,Shrub,33.383461,-108.243249
pt01,zreference,0.48197642,0.581642926,0.099666521,287,1984,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.500332177,0.599917352,0.099585228,260,1985,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.461439997,0.601404369,0.139964387,248,1986,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.468870491,0.621148288,0.152277812,247,1987,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.502581298,0.595716536,0.093135253,197,1988,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.482595205,0.567596912,0.085001715,229,1989,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.491762668,0.638284624,0.146521956,281,1990,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.4620803,0.597955048,0.135874763,266,1991,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.448424548,0.560562849,0.112138286,228,1992,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.490443677,0.589502633,0.099058971,225,1993,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.505109489,0.589733541,0.084624067,234,1994,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.5009951,0.670579135,0.169584006,253,1995,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,NA,NA,NA,NA,1996,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.4697541,0.595127881,0.125373766,244,1997,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.500241458,0.571107388,0.070865907,211,1998,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.521465659,0.635597706,0.114132032,333,1999,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,NA,NA,NA,NA,2000,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.471927345,0.697358727,0.225431383,314,2001,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.49979946,0.588885486,0.089086048,309,2002,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,NA,NA,NA,NA,2003,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.482875675,0.564962566,0.082086883,229,2004,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.521742463,0.613042653,0.091300182,307,2005,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.484753042,0.569473386,0.084720343,253,2006,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.476646006,0.600227773,0.123581775,252,2007,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.522750795,0.571175933,0.04842516,306,2008,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.491695076,0.58897084,0.097275749,265,2009,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.48205322,0.641758442,0.159705192,283,2010,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.524043322,0.565520883,0.04147755,260,2011,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.498806179,0.601663709,0.1028575,329,2012,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.493411154,0.62307024,0.129659086,307,2013,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.533592761,0.800840616,0.267247856,358,2014,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.574418187,0.889172792,0.314754575,363,2015,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.594549596,0.824218154,0.229668543,1,2016,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.597346246,0.833411098,0.236064836,4,2017,pre,0,16,Forest,35.655356,-106.605786
pt01,zreference,0.468993515,0.641443193,0.172449648,286,1990,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.444659263,0.622871459,0.178212211,275,1991,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.4313232,0.562817276,0.13149409,254,1992,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.456423879,0.596132815,0.139708936,228,1993,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.464949012,0.605368078,0.140419081,229,1994,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.462816864,0.673602939,0.210786089,278,1995,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.427903146,0.572780669,0.144877508,64,1996,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.424540937,0.598362803,0.173821852,225,1997,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.459967107,0.583051264,0.123084135,303,1998,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.493560046,0.637340963,0.143780902,320,1999,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.462145597,0.558753967,0.096608371,285,2000,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.460481763,0.651074708,0.190592945,315,2001,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.493957311,0.604014575,0.110057265,359,2002,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.452626199,0.530126989,0.077500798,295,2003,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.45975545,0.577249706,0.117494278,213,2004,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.507429361,0.614974678,0.107545301,321,2005,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.470717669,0.563445628,0.092727996,292,2006,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.457996577,0.6029194,0.144922808,259,2007,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.513330698,0.594421387,0.081090696,300,2008,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.469599456,0.603617907,0.134018436,281,2009,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.451589704,0.656553328,0.204963624,289,2010,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.505420864,0.602359891,0.096939012,292,2011,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.496361554,0.609659076,0.113297515,341,2012,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.472844094,0.624532223,0.151688129,311,2013,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.507740617,0.949367762,0.441627175,358,2014,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.573269963,0.927744508,0.354474515,3,2015,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.594759166,0.87795639,0.283197194,6,2016,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.601171613,0.813199937,0.212028325,348,2016,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.423724473,0.626874983,0.203150526,251,1986,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.451768935,0.634979188,0.183210254,264,1987,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.44442147,0.613734305,0.169312835,283,1984,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.460889637,0.61624217,0.155352518,300,1985,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.481052995,0.598874927,0.117821962,187,1988,pre,0,8,Forest,35.655356,-106.605786
pt01,zreference,0.466595799,0.590306222,0.123710394,250,1989,pre,0,8,Forest,35.655356,-106.605786
pt02,dude,0.514284432,0.781511724,0.267227292,222,1987,pre,0,8,Shrub,34.378173,-111.135756
pt02,dude,0.565697491,0.753904283,0.188206822,208,1988,pre,0,8,Shrub,34.378173,-111.135756
pt02,dude,0.542686641,0.733226717,0.19054006,331,1989,pre,0,8,Shrub,34.378173,-111.135756
pt02,dude,0.358008891,0.594904006,0.236895084,223,2017,post,27,16,Shrub,34.378173,-111.135756
pt02,dude,0.223646626,0.399781108,0.176134482,254,1991,post,1,8,Shrub,34.378173,-111.135756
pt02,dude,0.209735245,0.404792845,0.195057586,245,1992,post,2,8,Shrub,34.378173,-111.135756
pt02,dude,0.123495184,0.360997111,0.237501934,226,1993,post,3,8,Shrub,34.378173,-111.135756
pt02,dude,NA,NA,NA,NA,1990,fire,0,8,Shrub,34.378173,-111.135756
pt02,dude,0.612812459,0.703215182,0.09040273,127,1986,pre,0,16,Shrub,34.378173,-111.135756
pt02,dude,0.57137084,0.771195471,0.199824646,205,1987,pre,0,16,Shrub,34.378173,-111.135756
pt02,dude,0.612601459,0.751185298,0.138583854,205,1988,pre,0,16,Shrub,34.378173,-111.135756
pt02,dude,0.561488748,0.734222949,0.172734171,332,1989,pre,0,16,Shrub,34.378173,-111.135756
pt02,dude,NA,NA,NA,NA,1990,fire,0,16,Shrub,34.378173,-111.135756
pt02,dude,0.229630098,0.390367687,0.160737604,260,1991,post,1,16,Shrub,34.378173,-111.135756
pt02,dude,0.219083875,0.391772449,0.172688574,235,1992,post,2,16,Shrub,34.378173,-111.135756
pt02,dude,0.163793921,0.372501343,0.208707422,213,1993,post,3,16,Shrub,34.378173,-111.135756
pt02,dude,0.165139169,0.418794364,0.253655195,195,1994,post,4,16,Shrub,34.378173,-111.135756
pt02,dude,0.172821596,0.381474763,0.208653167,217,1995,post,5,16,Shrub,34.378173,-111.135756
pt02,dude,0.200106323,0.413941681,0.213835359,236,1996,post,6,16,Shrub,34.378173,-111.135756
pt02,dude,0.192355439,0.468704551,0.276349097,225,1997,post,7,16,Shrub,34.378173,-111.135756
pt02,dude,0.205586344,0.418103516,0.212517172,227,1998,post,8,16,Shrub,34.378173,-111.135756
pt02,dude,0.212647513,0.446142316,0.233494803,242,1999,post,9,16,Shrub,34.378173,-111.135756
pt02,dude,0.185912907,0.432231039,0.246318147,239,2000,post,10,16,Shrub,34.378173,-111.135756
pt02,dude,0.192035064,0.44921276,0.257177711,200,2001,post,11,16,Shrub,34.378173,-111.135756
pt02,dude,0.200087562,0.362939686,0.162852123,255,2002,post,12,16,Shrub,34.378173,-111.135756
pt02,dude,0.168114215,0.607426226,0.439312011,243,2003,post,13,16,Shrub,34.378173,-111.135756
pt02,dude,0.146036699,0.431218028,0.285181314,214,2004,post,14,16,Shrub,34.378173,-111.135756
pt02,dude,0.187749252,0.455933303,0.268184066,212,2005,post,15,16,Shrub,34.378173,-111.135756
pt02,dude,0.227248833,0.471141398,0.243892565,223,2006,post,16,16,Shrub,34.378173,-111.135756
pt02,dude,0.242185071,0.456354171,0.214169115,235,2007,post,17,16,Shrub,34.378173,-111.135756
pt02,dude,0.229901552,0.477227479,0.247325927,245,2008,post,18,16,Shrub,34.378173,-111.135756
pt02,dude,0.245139167,0.449152887,0.204013705,198,2009,post,19,16,Shrub,34.378173,-111.135756
pt02,dude,0.247251496,0.580726385,0.333474874,248,2010,post,20,16,Shrub,34.378173,-111.135756
pt02,dude,0.232693121,0.439842641,0.207149521,214,2011,post,21,16,Shrub,34.378173,-111.135756
pt02,dude,0.232234493,0.459549755,0.227315262,222,2012,post,22,16,Shrub,34.378173,-111.135756
pt02,dude,0.230143145,0.478159249,0.248016089,229,2013,post,23,16,Shrub,34.378173,-111.135756
pt02,dude,0.279251009,0.508636653,0.229385644,251,2014,post,24,16,Shrub,34.378173,-111.135756
pt02,dude,0.309880197,0.565291345,0.255411118,198,2015,post,25,16,Shrub,34.378173,-111.135756
pt02,dude,0.329265118,0.548058152,0.21879299,217,2016,post,26,16,Shrub,34.378173,-111.135756
pt02,dude,NA,NA,NA,NA,1986,pre,0,8,Shrub,34.378173,-111.135756
pt02,dude,0.179383561,0.452831745,0.273448169,260,2000,post,10,8,Shrub,34.378173,-111.135756
pt02,dude,0.188459173,0.437309653,0.24885048,199,2001,post,11,8,Shrub,34.378173,-111.135756
pt02,dude,0.19652763,0.381195813,0.184668198,259,2002,post,12,8,Shrub,34.378173,-111.135756
pt02,dude,0.165450409,0.612825513,0.447375089,259,2003,post,13,8,Shrub,34.378173,-111.135756
pt02,dude,0.145349681,0.451097012,0.30574736,231,2004,post,14,8,Shrub,34.378173,-111.135756
pt02,dude,0.182291165,0.452002227,0.269711077,215,2005,post,15,8,Shrub,34.378173,-111.135756
pt02,dude,0.20377484,0.48892957,0.2851547,248,2006,post,16,8,Shrub,34.378173,-111.135756
pt02,dude,0.111555226,0.398868173,0.287312955,203,1994,post,4,8,Shrub,34.378173,-111.135756
pt02,dude,0.139536828,0.383475691,0.243938848,214,1995,post,5,8,Shrub,34.378173,-111.135756
pt02,dude,0.170047849,0.46438989,0.294342041,248,1996,post,6,8,Shrub,34.378173,-111.135756
pt02,dude,0.177150309,0.462766886,0.285616577,250,1997,post,7,8,Shrub,34.378173,-111.135756
pt02,dude,0.193296805,0.433446437,0.240149617,237,1998,post,8,8,Shrub,34.378173,-111.135756
pt02,dude,0.199356467,0.477698356,0.278341889,251,1999,post,9,8,Shrub,34.378173,-111.135756
pt02,dude,0.217315972,0.501448929,0.284132987,241,2013,post,23,8,Shrub,34.378173,-111.135756
pt02,dude,0.262790203,0.535066426,0.272276223,262,2014,post,24,8,Shrub,34.378173,-111.135756
pt02,dude,0.293072701,0.581165254,0.288092554,200,2015,post,25,8,Shrub,34.378173,-111.135756
pt02,dude,0.311980337,0.549435973,0.237455636,224,2016,post,26,8,Shrub,34.378173,-111.135756
pt02,dude,0.331155598,0.617075503,0.285919935,234,2017,post,27,8,Shrub,34.378173,-111.135756
pt02,dude,0.23682493,0.446707189,0.209882274,183,2009,post,19,8,Shrub,34.378173,-111.135756
pt02,dude,0.226046845,0.598392487,0.372345626,251,2010,post,20,8,Shrub,34.378173,-111.135756
pt02,dude,0.204284593,0.493473977,0.289189368,240,2007,post,17,8,Shrub,34.378173,-111.135756
pt02,dude,0.212090522,0.493428677,0.281338155,240,2008,post,18,8,Shrub,34.378173,-111.135756
pt02,dude,0.201002374,0.446871042,0.245868668,223,2011,post,21,8,Shrub,34.378173,-111.135756
pt02,dude,0.207786337,0.479484737,0.271698385,237,2012,post,22,8,Shrub,34.378173,-111.135756
pt02,lamesa,0.447761208,0.636984229,0.189223036,256,1998,post,20,16,Forest,35.809477,-106.374854
pt02,lamesa,0.472824395,0.554192603,0.081368223,306,2002,post,24,16,Forest,35.809477,-106.374854
pt02,lamesa,0.452076703,0.634897351,0.182820678,246,1999,post,21,16,Forest,35.809477,-106.374854
pt02,lamesa,0.463157564,0.597467482,0.134309903,280,2000,post,22,16,Forest,35.809477,-106.374854
pt02,lamesa,0.484490126,0.626646519,0.142156407,261,2001,post,23,16,Forest,35.809477,-106.374854
pt02,lamesa,0.425998569,0.657192528,0.231193945,256,1997,post,19,16,Forest,35.809477,-106.374854
pt02,lamesa,0.15947628,0.363971829,0.204495564,221,1984,post,6,16,Forest,35.809477,-106.374854
pt02,lamesa,0.167326897,0.395045698,0.2277188,198,1985,post,7,16,Forest,35.809477,-106.374854
pt02,lamesa,0.188481227,0.463857293,0.275376081,222,1986,post,8,16,Forest,35.809477,-106.374854
pt02,lamesa,0.18922089,0.458607018,0.269386113,211,1987,post,9,16,Forest,35.809477,-106.374854
pt02,lamesa,0.199994966,0.498002321,0.298007369,234,1988,post,10,16,Forest,35.809477,-106.374854
pt02,lamesa,0.216734484,0.484320462,0.267585993,238,1989,post,11,16,Forest,35.809477,-106.374854
pt02,lamesa,0.211292043,0.443814158,0.232522115,236,1990,post,12,16,Forest,35.809477,-106.374854
pt02,lamesa,0.255821735,0.530233264,0.274411559,242,1991,post,13,16,Forest,35.809477,-106.374854
pt02,lamesa,0.296241343,0.550800204,0.254558891,216,1992,post,14,16,Forest,35.809477,-106.374854
